,row_number,Timestamp,Resource,User,Action,is_anomaly,decision_scores,Cluster
501,501,0.0,3,136,3,1,0.04886176032487277,2
502,502,0.0,14,486,4,1,0.06260823227770307,2
503,503,0.0,3,2163,0,0,-0.01620762953650856,2
504,504,0.0,3,95,3,1,0.043027162812161346,2
505,505,0.0,16,771,3,1,0.08705098508473669,2
506,506,0.0,3,596,1,1,0.08201491955693724,2
507,507,0.0,18,3,3,0,-0.009603440592075074,2
508,508,0.0,16,1348,2,1,0.08226863301605097,2
509,509,0.0,3,1445,3,1,0.10178799271759131,2
510,510,0.0,16,1324,1,1,0.06546518742359148,2
511,511,0.0,3,1504,1,1,0.0794713354088677,2
512,512,0.0,16,1193,3,1,0.0878999237884237,2
513,513,0.0,3,1830,3,1,0.08167654410788694,2
514,514,0.0,18,1219,3,1,0.059067407548437256,2
515,515,0.0,16,1482,3,1,0.08369366973554943,2
516,516,0.0,3,1292,4,1,0.06116804836554418,2
517,517,0.0,18,1901,0,1,0.0009874089062504865,2
518,518,0.0,3,1045,4,1,0.0671331924803878,2
519,519,0.0,11,799,0,1,0.084760392916027,2
520,520,0.0,3,1682,2,1,0.08923321932661549,2
521,521,0.0,11,719,2,1,0.11256133172416027,2
522,522,0.0,16,2145,2,1,0.04330973643360836,2
523,523,0.0,3,9,4,0,-0.004829970349582435,2
524,524,0.0,16,2179,2,1,0.03466333331418947,2
525,525,0.0,14,1010,1,1,0.09807706367910118,2
526,526,0.0,11,810,2,1,0.11199342335419787,2
527,527,0.0,11,485,2,1,0.09937269444369057,2
528,528,0.0,14,763,3,1,0.10935334652993839,2
529,529,0.0,3,1827,2,1,0.07779083699667927,2
530,530,0.0,11,1261,3,1,0.10483155409505934,2
531,531,0.0,16,1989,4,1,0.032574150493743126,2
532,532,0.0,3,521,3,1,0.08125103095751168,2
533,533,0.0,16,2118,2,1,0.04515661899478751,2
534,534,0.0,11,90,2,1,0.05462710206763033,2
535,535,0.0,14,2159,2,1,0.05493855444205892,2
536,536,0.0,11,1466,2,1,0.10333767286593576,2
537,537,0.0,14,1347,3,1,0.10593714415725886,2
538,538,0.0,14,572,2,1,0.10275918397678357,2
539,539,0.0,11,2171,2,1,0.05396243233266573,2
540,540,0.0,11,731,0,1,0.08312627700255881,2
541,541,0.0,14,1049,3,1,0.10276882165442847,2
542,542,0.0,11,140,4,1,0.029010649107971354,2
543,543,0.0,3,2116,3,1,0.057726355464645995,2
544,544,0.0,16,1804,2,1,0.07752765802435702,2
545,545,0.0,3,1967,3,1,0.07232765731929652,2
546,546,0.0,16,1566,4,1,0.05524565781089763,2
547,547,0.0,11,1107,4,1,0.06996343164357732,2
548,548,0.0,14,2005,1,1,0.06376294969887492,2
549,549,0.0,14,2233,4,1,0.0026147184335505447,2
550,550,0.0,11,917,1,1,0.09785371888432737,2
551,551,0.0,3,1115,3,1,0.09590696992991182,2
552,552,0.0,11,1858,2,1,0.08998628068566228,2
553,553,0.0,16,1177,3,1,0.08532197262033825,2
554,554,0.0,3,543,1,1,0.08427262564322191,2
555,555,0.0,16,1091,2,1,0.08856925895780227,2
556,556,0.0,11,1845,2,1,0.0920170547556573,2
557,557,0.0,14,1632,3,1,0.09973681570526582,2
558,558,0.0,11,332,4,1,0.04637115785478241,2
559,559,0.0,14,1523,3,1,0.10581365053295722,2
560,560,0.0,11,260,0,1,0.05282269487462954,2
561,561,0.0,3,1911,3,1,0.07629706198356151,2
562,562,0.0,3,1097,4,1,0.06649989403498996,2
563,563,0.0,16,277,1,1,0.05756130348843791,2
564,564,0.0,16,105,4,1,0.005212371581998276,2
565,565,0.0,11,825,3,1,0.11043338743556436,2
566,566,0.0,14,2192,3,1,0.04159094259888796,2
567,567,0.0,3,678,0,1,0.081668646628699,2
568,568,0.0,11,1931,0,1,0.046271422578262,2
569,569,0.0,3,152,4,1,0.02057606353449981,2
570,570,0.0,18,1028,0,1,0.0228639567644926,2
571,571,0.0,11,431,1,1,0.08512602475415476,2
572,572,0.0,18,2242,1,0,-0.020229449391874765,2
573,573,0.0,8,695,2,1,0.07025903605587508,2
574,574,0.0,11,1438,3,1,0.10691525261195184,2
575,575,0.0,11,34,4,1,0.01654658766840056,2
576,576,0.0,8,822,1,1,0.06258997726270366,2
577,577,0.0,18,628,3,1,0.056713078646355,2
578,578,0.0,11,1807,4,1,0.06812050522772822,2
579,579,0.0,18,1376,4,1,0.02614846689129302,2
580,580,0.0,3,1532,3,1,0.09533513222572576,2
581,581,0.0,16,1522,2,1,0.08185237693928055,2
582,582,0.0,3,592,2,1,0.09465420105295796,2
583,583,0.0,16,457,2,1,0.08177989970609051,2
584,584,0.0,11,981,0,1,0.08631656600154958,2
585,585,0.0,14,182,3,1,0.0633268253301465,2
586,586,0.0,14,513,1,1,0.0889278876304263,2
587,587,0.0,11,573,3,1,0.10460139392002765,2
588,588,0.0,3,1546,1,1,0.08509653507700049,2
589,589,0.0,11,2237,0,0,-0.007070186524725908,2
590,590,0.0,16,1151,1,1,0.07511497301003345,2
591,591,0.0,3,774,0,1,0.08479756340411543,2
592,592,0.0,3,549,2,1,0.10114927277563185,2
593,593,0.0,16,1811,4,1,0.060468638351147186,2
594,594,0.0,16,1955,4,1,0.04104585805958216,2
595,595,0.0,16,165,3,1,0.047291076882611915,2
596,596,0.0,3,1729,3,1,0.09698519697224134,2
597,597,0.0,17,454,0,1,0.033181001454337,2
598,598,0.0,3,35,1,1,0.03593360906113874,2
599,599,0.0,3,1831,1,1,0.07906835507998489,2
600,600,0.0,17,1997,3,1,0.052624504119206106,2
601,601,0.0,11,1068,0,1,0.08614949019584062,2
602,602,0.0,3,1636,1,1,0.09045253869115782,2
603,603,0.0,3,435,1,1,0.08944922584438286,2
604,604,0.0,11,2160,0,1,0.021352733390139433,2
605,605,0.0,3,1874,4,1,0.060087680713872715,2
606,606,0.0,11,341,4,1,0.053609737755661024,2
607,607,0.0,14,1579,0,1,0.06497623033125188,2
608,608,0.0,11,585,2,1,0.10973621865919697,2
609,609,0.0,11,494,3,1,0.09812498566107403,2
610,610,0.0,14,807,4,1,0.08161390126049062,2
611,611,0.0,11,820,3,1,0.11148444682590758,2
612,612,0.0,3,2121,0,1,0.005979947384886497,2
613,613,0.0,16,228,2,1,0.05787017270367584,2
614,614,0.0,3,722,2,1,0.11077412269260029,2
615,615,0.0,16,491,3,1,0.08219319657580876,2
616,616,0.0,11,30,4,1,0.0198016560473967,2
617,617,0.0,3,471,4,1,0.05100521170114902,2
618,618,0.0,3,508,2,1,0.09995353722599881,2
619,619,0.0,11,568,1,1,0.09267913010153261,2
620,620,0.0,3,1844,3,1,0.09279321440472227,2
621,621,0.0,16,1678,4,1,0.05742312638957536,2
622,622,0.0,14,426,0,1,0.05907626392809717,2
623,623,0.0,11,257,4,1,0.04482272669569631,2
624,624,0.0,3,1904,0,1,0.025307386684922495,2
625,625,0.0,11,101,3,1,0.06335355598187387,2
626,626,0.0,3,284,0,1,0.062011529329480064,2
627,627,0.0,16,1765,2,1,0.08366152267140231,2
628,628,0.0,16,2128,1,1,0.04419312396795505,2
629,629,0.0,11,1032,2,1,0.12010744214885671,2
630,630,0.0,14,562,3,1,0.1045794563267422,2
631,631,0.0,3,420,1,1,0.08715483434829296,2
632,632,0.0,11,790,0,1,0.09056995313921651,2
633,633,0.0,11,1275,3,1,0.1097520649652966,2
634,634,0.0,3,441,4,1,0.05307188269549151,2
635,635,0.0,3,1731,3,1,0.09736197400229674,2
636,636,0.0,11,2053,3,1,0.07426639994827922,2
637,637,0.0,16,47,2,1,0.03406228950139922,2
638,638,0.0,3,1692,4,1,0.06435357209007142,2
639,639,0.0,16,1278,2,1,0.09280440014750208,2
640,640,0.0,16,60,3,1,0.03422273032691525,2
641,641,0.0,3,478,0,1,0.07119363174653442,2
642,642,0.0,16,256,3,1,0.06721888480415267,2
643,643,0.0,11,924,0,1,0.08949803196841744,2
644,644,0.0,3,227,2,1,0.07953767836947412,2
645,645,0.0,3,1367,3,1,0.10630189233424714,2
646,646,0.0,11,2082,3,1,0.07539318108669968,2
647,647,0.0,11,1,4,1,0.0070787449805189695,2
648,648,0.0,3,1865,3,1,0.09312685450549779,2
649,649,0.0,3,1258,2,1,0.10823223832120094,2
650,650,0.0,11,2057,0,1,0.04570471060115322,2
651,651,0.0,11,1240,3,1,0.11026538647055706,2
652,652,0.0,3,344,2,1,0.09263531670732639,2
653,653,0.0,3,1618,3,1,0.09922633811171733,2
654,654,0.0,11,786,2,1,0.121931838028627,2
655,655,0.0,16,2166,3,1,0.04198865539206387,2
656,656,0.0,3,24,1,1,0.037085361981567866,2
657,657,0.0,14,49,1,1,0.05020840992414599,2
658,658,0.0,11,1613,3,1,0.10498058652468739,2
659,659,0.0,14,79,0,1,0.018885817377839675,2
660,660,0.0,11,1448,0,1,0.07684072279629656,2
661,661,0.0,21,1167,3,1,0.006490636355550694,2
662,662,0.0,11,104,1,1,0.058804016063204234,2
663,663,0.0,11,38,1,1,0.05179103419347325,2
664,664,0.0,11,1649,3,1,0.10499284784045243,2
665,665,0.0,21,1380,4,0,-0.01768817973850567,2
666,666,0.0,11,196,1,1,0.0688798609450359,2
667,667,0.0,11,811,0,1,0.09092565256252849,2
668,668,0.0,15,373,2,1,0.08088499238814756,2
669,669,0.0,14,1366,2,1,0.11374704335392477,2
670,670,0.0,15,587,4,1,0.05703439117873477,2
671,671,0.0,11,221,0,1,0.04810483525196707,2
672,672,0.0,14,235,1,1,0.07492368576444208,2
673,673,0.0,3,162,2,1,0.06904399459265675,2
674,674,0.0,11,1962,1,1,0.07519711584876121,2
675,675,0.0,16,1119,2,1,0.09443177772085315,2
676,676,0.0,3,268,3,1,0.07702670732627048,2
677,677,0.0,16,1060,0,1,0.061917459609262815,2
678,678,0.0,14,1774,0,1,0.06368682957135446,2
679,679,0.0,11,943,0,1,0.09027468356633717,2
680,680,0.0,14,1695,4,1,0.08109624477695365,2
681,681,0.0,11,1642,3,1,0.10499284784045243,2
682,682,0.0,3,295,1,1,0.08080481546800167,2
683,683,0.0,11,367,1,1,0.0873032203080345,2
684,684,0.0,3,923,1,1,0.10122909187528051,2
685,685,0.0,16,1199,0,1,0.05664560910554395,2
686,686,0.0,16,75,2,1,0.03660392594080586,2
687,687,0.0,11,1121,1,1,0.09974751051970404,2
688,688,0.0,14,58,3,1,0.05000488174676698,2
689,689,0.0,3,598,3,1,0.0955275540274797,2
690,690,0.0,11,953,1,1,0.10612057738622072,2
691,691,0.0,16,900,4,1,0.06453577427548024,2
692,692,0.0,3,1591,2,1,0.10405449661631816,2
693,693,0.0,16,1208,1,1,0.08328227088445711,2
694,694,0.0,14,1659,2,1,0.10776896490343141,2
695,695,0.0,11,46,2,1,0.06415260598591488,2
696,696,0.0,14,1048,1,1,0.10865933530432004,2
697,697,0.0,11,2079,2,1,0.08277932628685508,2
698,698,0.0,3,1406,0,1,0.0653032454765442,2
699,699,0.0,11,701,2,1,0.11860142467453,2
700,700,0.0,16,878,3,1,0.08803727780941328,2
701,701,0.0,3,1170,1,1,0.09683213129692131,2
702,702,0.0,16,1684,4,1,0.05839098343538346,2
703,703,0.0,11,355,4,1,0.05604919587639162,2
704,704,0.0,14,1940,3,1,0.08827043469827589,2
705,705,0.0,3,604,2,1,0.10364431016699327,2
706,706,0.0,11,122,0,1,0.03800625412003744,2
707,707,0.0,16,937,4,1,0.06864463762077105,2
708,708,0.0,3,1134,1,1,0.09520265267085654,2
709,709,0.0,16,1310,1,1,0.08113496663931752,2
710,710,0.0,14,71,1,1,0.05246935804871056,2
711,711,0.0,14,1770,2,1,0.10471227569913272,2
712,712,0.0,3,505,0,1,0.07451622369955252,2
713,713,0.0,14,646,0,1,0.0757522578561986,2
714,714,0.0,11,715,4,1,0.07733643935987994,2
715,715,0.0,3,1948,2,1,0.08808499738957332,2
716,716,0.0,14,1204,3,1,0.11405321465881424,2
717,717,0.0,11,1003,3,1,0.10819783223322255,2
718,718,0.0,14,1378,3,1,0.11416695721559889,2
719,719,0.0,11,1296,0,1,0.07781816148625659,2
720,720,0.0,3,1483,3,1,0.1067385142782839,2
721,721,0.0,11,1674,1,1,0.09468579182512704,2
722,722,0.0,16,2138,3,1,0.049978042767179987,2
723,723,0.0,3,1856,4,1,0.06552139346870178,2
724,724,0.0,3,1923,3,1,0.08615088536622412,2
725,725,0.0,11,1722,4,1,0.07083347431912063,2
726,726,0.0,3,1734,1,1,0.08777010968922644,2
727,727,0.0,11,1061,4,1,0.0785827794297006,2
728,728,0.0,16,1053,2,1,0.09478022444132361,2
729,729,0.0,3,1938,4,1,0.05492531507889242,2
730,730,0.0,16,2030,3,1,0.060938253386541685,2
731,731,0.0,11,1325,1,1,0.0991975579291578,2
732,732,0.0,3,1302,1,1,0.09890105678796274,2
733,733,0.0,11,591,3,1,0.10714988254865054,2
734,734,0.0,14,2007,1,1,0.07372296759713987,2
735,735,0.0,14,385,3,1,0.09665005206445332,2
736,736,0.0,11,158,0,1,0.03713517654203313,2
737,737,0.0,11,343,2,1,0.09821537521444784,2
738,738,0.0,3,401,3,1,0.07609305385843895,2
739,739,0.0,16,1849,1,1,0.07228847403866479,2
740,740,0.0,3,805,0,1,0.08543744588748231,2
741,741,0.0,16,2054,4,1,0.03400036164065112,2
742,742,0.0,15,400,3,1,0.07828112936133275,2
743,743,0.0,14,1888,2,1,0.09366223683594882,2
744,744,0.0,14,723,1,1,0.10945916478222367,2
745,745,0.0,15,1058,2,1,0.0976542771390333,2
746,746,0.0,11,2190,3,1,0.046623800925619796,2
747,747,0.0,14,2068,3,1,0.07130471960735163,2
748,748,0.0,11,619,3,1,0.10900012557790817,2
749,749,0.0,3,1669,0,1,0.05885707646031685,2
750,750,0.0,11,511,4,1,0.06132793906573114,2
751,751,0.0,3,147,0,1,0.030267765116445022,2
752,752,0.0,8,1142,2,1,0.07684096718157274,2
753,753,0.0,11,728,3,1,0.11448850723550064,2
754,754,0.0,8,816,3,1,0.0727050548118231,2
755,755,0.0,11,336,1,1,0.08586667611174592,2
756,756,0.0,3,1512,4,1,0.06831001650758634,2
757,757,0.0,11,1590,0,1,0.06798368126988902,2
758,758,0.0,3,1954,4,1,0.049433724445386296,2
759,759,0.0,11,2031,2,1,0.08575806131323238,2
760,760,0.0,11,390,3,1,0.09318436461081925,2
761,761,0.0,14,899,4,1,0.08743231872212787,2
762,762,0.0,11,1202,1,1,0.09957164203064223,2
763,763,0.0,14,1409,2,1,0.11283379117277664,2
764,764,0.0,3,941,2,1,0.11171447637582266,2
765,765,0.0,11,300,4,1,0.04588828102819953,2
766,766,0.0,11,958,4,1,0.07484288377315129,2
767,767,0.0,3,1587,0,1,0.05768339533277411,2
768,768,0.0,8,166,3,1,0.026133798680882503,2
769,769,0.0,11,1939,2,1,0.08782133373643691,2
770,770,0.0,8,369,0,1,0.01562903068584931,2
771,771,0.0,11,677,2,1,0.11663122327071307,2
772,772,0.0,11,1749,3,1,0.10068495238250841,2
773,773,0.0,14,1037,0,1,0.08757062549908345,2
774,774,0.0,14,1825,0,1,0.0575341995087979,2
775,775,0.0,11,475,2,1,0.10725878633375807,2
776,776,0.0,3,1490,2,1,0.10804466755916808,2
777,777,0.0,11,1391,3,1,0.11060686375641593,2
778,778,0.0,11,885,4,1,0.07863338848231022,2
779,779,0.0,3,516,1,1,0.09076610061014956,2
780,780,0.0,14,1044,1,1,0.10896081076973946,2
781,781,0.0,11,1721,1,1,0.08841429723756977,2
782,782,0.0,15,1129,0,1,0.060461780847787694,2
783,783,0.0,14,2058,4,1,0.046556936985590824,2
784,784,0.0,14,2063,2,1,0.07929041715007834,2
785,785,0.0,15,2194,2,1,0.04231672964399258,2
786,786,0.0,11,537,2,1,0.11013984391264997,2
787,787,0.0,14,750,4,1,0.08760888866583005,2
788,788,0.0,3,41,2,1,0.044765095504832875,2
789,789,0.0,11,558,3,1,0.10673911098258271,2
790,790,0.0,6,36,1,1,0.009839324302061803,2
791,791,0.0,3,1284,1,1,0.10015490550250078,2
792,792,0.0,13,1761,0,1,0.06257707649523042,2
793,793,0.0,6,1832,1,1,0.0546662338719246,2
794,794,0.0,18,233,1,1,0.027631545421453407,2
795,795,0.0,13,1859,3,1,0.09343953423948548,2
796,796,0.0,3,1111,4,1,0.07460574583495272,2
797,797,0.0,18,1725,4,1,0.016918062005630174,2
798,798,0.0,16,2089,4,1,0.025303872639382385,2
799,799,0.0,3,815,3,1,0.1056141928079169,2
800,800,0.0,16,597,4,1,0.06218611263160112,2
801,801,0.0,22,1607,3,0,-0.002818033267791953,2
802,802,0.0,14,1270,0,1,0.07318531987076521,2
803,803,0.0,14,916,2,1,0.12220928987909369,2
804,804,0.0,22,1516,0,0,-0.017157250129307355,2
805,805,0.0,14,1230,2,1,0.11464061313308871,2
806,806,0.0,11,795,3,1,0.11340169804347117,2
807,807,0.0,3,421,3,1,0.07901470749963069,2
808,808,0.0,11,1788,2,1,0.10336157263796003,2
809,809,0.0,16,226,3,1,0.058223463667833486,2
810,810,0.0,3,1550,0,1,0.06110656526835473,2
811,811,0.0,16,14,1,1,0.028367168695581202,2
812,812,0.0,14,1701,1,1,0.08830330351285204,2
813,813,0.0,11,1614,3,1,0.10049233050864725,2
814,814,0.0,15,1332,4,1,0.06477656488890882,2
815,815,0.0,14,1541,0,1,0.06718638778718411,2
816,816,0.0,14,1156,2,1,0.11324818578245749,2
817,817,0.0,15,52,1,1,0.034217197965269674,2
818,818,0.0,14,1274,3,1,0.11207891636001399,2
819,819,0.0,11,1412,2,1,0.10979448314165957,2
820,820,0.0,3,1894,4,1,0.053707562710726686,2
821,821,0.0,11,1743,3,1,0.09989788187214732,2
822,822,0.0,3,2026,1,1,0.05986822797990449,2
823,823,0.0,16,581,0,1,0.05308852487146265,2
824,824,0.0,16,1821,2,1,0.08198789828132702,2
825,825,0.0,14,2,1,1,0.04239332367309767,2
826,826,0.0,11,1536,1,1,0.09317780599041486,2
827,827,0.0,14,533,3,1,0.10246481561219539,2
828,828,0.0,15,234,4,1,0.024579551784655873,2
829,829,0.0,14,1968,2,1,0.08680586566514387,2
830,830,0.0,15,116,2,1,0.048458598025556354,2
831,831,0.0,11,1750,4,1,0.06833233836569136,2
832,832,0.0,14,560,4,1,0.07475393461484081,2
833,833,0.0,3,1965,4,1,0.047375832889759106,2
834,834,0.0,11,2232,1,1,0.024680326456138157,2
835,835,0.0,16,1667,2,1,0.079295703412125,2
836,836,0.0,3,287,4,1,0.04102455236964764,2
837,837,0.0,16,450,4,1,0.05074902017772287,2
838,838,0.0,14,1223,2,1,0.11297807223099116,2
839,839,0.0,11,389,0,1,0.0585319515792323,2
840,840,0.0,11,632,2,1,0.11267657035036144,2
841,841,0.0,14,500,2,1,0.10579783458526093,2
842,842,0.0,3,2230,3,1,0.038050665495811486,2
843,843,0.0,11,230,0,1,0.04194759493754552,2
844,844,0.0,3,276,1,1,0.07530291645172571,2
845,845,0.0,16,1007,4,1,0.06634481047493251,2
846,846,0.0,16,586,4,1,0.06063605907282854,2
847,847,0.0,11,1850,4,0,-0.07305484462980982,2
848,848,0.0,16,477,4,0,-0.09370143733435332,2
849,849,0.0,11,2184,2,0,-0.07425821805068655,2
850,850,0.0,14,1646,2,0,-0.047670059644441154,2
851,851,0.0,11,1269,0,0,-0.045389775662889265,2
852,852,0.0,14,524,2,0,-0.06679139253970656,2
853,853,0.0,14,1769,2,0,-0.05698952984569583,2
854,854,0.0,11,920,0,0,-0.04949745344643275,2
855,855,0.0,15,1009,1,0,-0.06157402028701253,2
856,856,0.0,14,902,0,0,-0.05233017173021315,2
857,857,0.0,14,1016,1,0,-0.040367522181673166,2
858,858,0.0,15,982,1,0,-0.0602522656347908,2
859,859,0.0,11,13,1,0,-0.08629109686981862,2
860,860,0.0,14,1681,0,0,-0.057765396467712615,2
861,861,0.0,14,1604,0,0,-0.05833771004540045,2
862,862,0.0,11,2199,0,0,-0.0989725530814114,2
863,863,0.0,11,1869,4,0,-0.07389603646260601,2
864,864,0.0,14,99,4,0,-0.09886103357246367,2
865,865,0.0,3,1248,0,0,-0.06010680292364534,2
866,866,0.0,11,2046,1,0,-0.0636084696773569,2
867,867,0.0,16,1898,3,0,-0.08227237082970829,2
868,868,0.0,3,970,0,0,-0.05971695485303219,2
869,869,0.0,16,1435,4,0,-0.08142086935121962,2
870,870,0.0,11,1426,1,0,-0.009715515715613243,2
871,871,0.0,3,1949,1,0,-0.03883133090389068,2
872,872,0.0,11,1263,1,0,-0.00760631581965765,2
873,873,0.0,11,870,0,0,-0.024144495885799366,2
874,874,0.0,11,139,4,0,-0.06682399062912914,2
875,875,0.0,11,848,1,0,-0.013408631667514381,2
876,876,0.0,14,804,1,0,-0.019251314888819593,2
877,877,0.0,11,664,0,0,-0.03118208932155453,2
878,878,0.0,14,898,1,0,-0.014289290537083499,2
879,879,0.0,11,407,3,0,-0.03326347735936375,2
880,880,0.0,11,824,2,0,-0.013055669055749064,2
881,881,0.0,11,2076,3,0,-0.04539261093613112,2
882,882,0.0,14,1906,0,0,-0.05610638733243012,2
883,883,0.0,11,714,3,0,-0.01647975154278447,2
884,884,0.0,14,1052,4,0,-0.03298081910780126,2
885,885,0.0,11,1245,0,0,-0.022392867568870378,2
886,886,0.0,11,1031,0,0,-0.020939422775225536,2
887,887,0.0,11,766,3,0,-0.017244335688043955,2
888,888,0.0,11,427,3,0,-0.03000991310563228,2
889,889,0.0,3,2109,2,0,-0.04722575594284684,2
890,890,0.0,16,1110,0,0,-0.05526918840513817,2
891,891,0.0,3,316,1,0,-0.05785883527303559,2
892,892,0.0,16,1161,0,0,-0.03918279274256553,2
893,893,0.0,3,1361,0,0,-0.019800023002173317,2
894,894,0.0,16,1630,2,0,-0.013918240744973276,2
895,895,0.0,3,689,4,0,-0.00435731845781806,2
896,896,0.0,14,749,1,1,0.014992425015408095,2
897,897,0.0,15,1854,3,1,0.0019523398318156415,2
898,898,0.0,14,693,3,1,0.024741039647186547,2
899,899,0.0,15,1552,3,1,0.0043609652771250396,2
900,900,0.0,8,2217,4,0,-0.07796838587579202,2
901,901,0.0,14,1693,4,0,-0.008095926538510767,2
902,902,0.0,11,1190,2,1,0.03732133661770409,2
903,903,0.0,8,241,4,0,-0.03778594736317831,2
904,904,0.0,3,1019,0,1,0.006199178829127017,2
905,905,0.0,11,555,4,0,-0.00517015779546115,2
906,906,0.0,11,2224,0,0,-0.06364739415377618,2
907,907,0.0,3,949,3,1,0.020429770977040573,2
908,908,0.0,8,317,2,0,-0.01959295135954575,2
909,909,0.0,11,1047,1,1,0.019544108688583806,2
910,910,0.0,11,1615,2,1,0.015640721354448495,2
911,911,0.0,8,1012,4,0,-0.01595496299231247,2
912,912,0.0,3,2208,2,0,-0.02558727762917634,2
913,913,0.0,11,1014,4,1,0.004834973736905557,2
914,914,0.0,11,905,1,1,0.02317050143082844,2
915,915,0.0,3,1812,3,1,0.002527539709458293,2
916,916,0.0,14,1339,1,1,0.02127728964816966,2
917,917,0.0,11,1866,1,1,0.004468397871299379,2
918,918,0.0,8,755,0,0,-0.018694483883370583,2
919,919,0.0,14,444,0,0,-0.020630532509333777,2
920,920,0.0,11,1345,1,1,0.023400070463652223,2
921,921,0.0,8,1768,2,0,-0.006417039426181326,2
922,922,0.0,3,100,1,0,-0.04226317614253139,2
923,923,0.0,11,1191,2,1,0.03732133661770409,2
924,924,0.0,11,1343,4,0,-0.00039332675276559925,2
925,925,0.0,3,262,2,0,-0.0123496963073777,2
926,926,0.0,14,1915,1,0,-0.00973028211592808,2
927,927,0.0,11,1863,0,0,-0.01829421332707215,2
928,928,0.0,11,247,1,0,-0.0061394993314858315,2
929,929,0.0,14,1843,0,0,-0.021156644624589438,2
930,930,0.0,3,1398,4,0,-0.010432059014215067,2
931,931,0.0,11,1336,2,1,0.03512468036640015,2
932,932,0.0,16,2143,1,0,-0.04186771571054082,2
933,933,0.0,3,337,4,0,-0.01831985647903256,2
934,934,0.0,16,130,0,0,-0.04973502898309623,2
935,935,0.0,14,0,4,0,-0.05871336012168171,2
936,936,0.0,11,1597,3,1,0.01121223044375641,2
937,937,0.0,8,1200,3,1,0.007431212243903196,2
938,938,0.0,14,1178,3,1,0.03203328108534187,2
939,939,0.0,8,1889,4,0,-0.049561963290517985,2
940,940,0.0,11,2177,2,0,-0.011185896912564885,2
941,941,0.0,14,1322,2,1,0.03399679320770277,2
942,942,0.0,11,1777,0,0,-0.014806529142170954,2
943,943,0.0,11,1411,2,1,0.03366546619740152,2
944,944,0.0,14,2173,3,0,-0.019270834134267445,2
945,945,0.0,3,1030,0,1,0.005755847597967656,2
946,946,0.0,11,743,3,1,0.02901055416662468,2
947,947,0.0,16,2077,4,0,-0.059842213210150264,2
948,948,0.0,3,872,0,1,0.005347113264310033,2
949,949,0.0,16,168,4,0,-0.05311533516042799,2
950,950,0.0,15,1205,3,1,0.03528621535097243,2
951,951,0.0,14,1500,2,1,0.033904394339077215,2
952,952,0.0,14,1507,0,0,-0.001090530153174285,2
953,953,0.0,15,1814,3,1,0.009916326026782607,2
954,954,0.0,15,458,0,0,-0.006569145595368031,2
955,955,0.0,14,447,4,1,0.0068798225420380055,2
956,956,0.0,14,2180,3,0,-0.010161178115094205,2
957,957,0.0,15,2104,1,0,-0.020560194383785757,2
958,958,0.0,14,2048,1,0,-0.010367103192901128,2
959,959,0.0,11,788,1,1,0.03420037131174425,2
960,960,0.0,3,489,3,1,0.012848896115826514,2
961,961,0.0,11,683,1,1,0.02639574461980576,2
962,962,0.0,3,1529,2,1,0.023751505330748324,2
963,963,0.0,16,377,0,0,-0.013939932756663054,2
964,964,0.0,16,1090,4,0,-0.0018363165096962897,2
965,965,0.0,15,1237,4,1,0.012542182821846493,2
966,966,0.0,14,279,1,1,0.013956012952876073,2
967,967,0.0,14,776,4,1,0.02189143599069887,2
968,968,0.0,15,274,1,1,0.007759989438329007,2
969,969,0.0,11,2165,2,0,-0.003095551035828925,2
970,970,0.0,14,1494,0,1,0.000885540975058885,2
971,971,0.0,3,1000,3,1,0.030987128462239166,2
972,972,0.0,11,1226,3,1,0.04049405949244578,2
973,973,0.0,16,2156,0,0,-0.05393599200773036,2
974,974,0.0,3,908,3,1,0.03301252893836015,2
975,975,0.0,16,557,3,1,0.0146455697302591,2
976,976,0.0,14,623,3,1,0.0359475372344813,2
977,977,0.0,11,770,1,1,0.032133419570447685,2
978,978,0.0,14,314,3,1,0.021898390076435126,2
979,979,0.0,15,1354,2,1,0.025449311799082386,2
980,980,0.0,15,1622,4,0,-0.007598518888430772,2
981,981,0.0,14,365,2,1,0.015137955655773805,2
982,982,0.0,14,150,1,1,0.0007553618846267707,2
983,983,0.0,15,785,4,1,0.008345406903117913,2
984,984,0.0,14,1123,4,1,0.019613127519527263,2
985,985,0.0,15,1697,3,1,0.0155494582705894,2
986,986,0.0,15,1853,4,0,-0.00930090634477354,2
987,987,0.0,14,1530,3,1,0.03272814113068501,2
988,988,0.0,15,818,3,1,0.03290332442481314,2
989,989,0.0,14,231,4,0,-0.008390638555715424,2
990,990,0.0,14,1509,4,1,0.008197156395749916,2
991,991,0.0,15,1480,3,1,0.019046554733489596,2
992,992,0.0,15,118,2,0,-0.011312818736172625,2
993,993,0.0,14,863,0,1,0.016084861307197662,2
994,994,0.0,11,662,3,1,0.03106088576172883,2
995,995,0.0,14,2126,3,0,-0.003999583633919501,2
996,996,0.0,3,252,0,0,-0.015165595520469144,2
997,997,0.0,11,453,1,1,0.013260686485760953,2
998,998,0.0,16,1148,0,0,-0.0057465198622942415,2
999,999,0.0,3,1252,4,1,0.006973581837199205,2
1000,1000,0.0,16,278,2,0,-0.0066562284837212715,2
1001,1001,0.0,15,1819,4,1,0.012089754456663049,2
1002,1002,0.0,11,2219,4,0,-0.031264571824730636,2
